indicator_code,indicator_title,metric,year,value,geo_version,geo_code,geo_name
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,1.67,old_63,33,Hưng Yên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,1.47,old_63,33,Hưng Yên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,0.86,old_63,33,Hưng Yên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,11,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,9.8,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,10.7,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,8,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,6.9,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,5.6,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,4.6,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,3.7,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,2.06,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,1.93,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,1.82,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,1.51,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,1.02,old_63,34,Thái Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,12.8,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,11.6,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,12,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,9.1,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,7.9,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,6.6,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,5.5,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,4.4,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,2.1,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,2,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,1.98,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,1.66,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,1.15,old_63,35,Hà Nam
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,14.3,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,13,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,12.2,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,9.3,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,8.1,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,6.6,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,5.5,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,4.3,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,2.06,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,2,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,1.69,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,1.07,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,0.82,old_63,37,Ninh Bình
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,41.5,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,37.6,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,50,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,38.5,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,33.8,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,28.2,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,24.2,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,20.8,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,26.98,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,25.04,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,31.64,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,29.07,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,22.33,old_63,02,Hà Giang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,38,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,35.6,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,38.1,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,32.9,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,30.6,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,27,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,24.4,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,21.9,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,25.97,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,24.47,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,23.62,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,21.24,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,17.01,old_63,04,Cao Bằng
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,39.2,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,36.8,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,32.1,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,24.3,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,21.2,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,19,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,17.1,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,15.8,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,21.47,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,20.62,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,20.1,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,16.67,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,11.3,old_63,06,Bắc Kạn
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,22.4,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,20.6,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,28.8,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,24.9,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,23.9,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,18.6,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,14.7,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,12,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,12.9,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,11.9,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,10.27,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,7.1,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,5.02,old_63,08,Tuyên Quang
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,35.6,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,33.2,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,40,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,32.9,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,29.7,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,25.3,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,21.4,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,18.1,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,15.38,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,14.83,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,15.57,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,13.68,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,9.06,old_63,10,Lào Cai
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,22.1,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,20.4,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,26.5,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,24,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,23.5,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,21.4,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,19.7,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,17.5,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,15.06,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2021,14.02,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2022,16.57,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2023,10.6,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2024,7.81,old_63,15,Yên Bái
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2006,18.6,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2008,16.5,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2010,19,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2012,15.1,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2013,13.3,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2014,11.1,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2015,9.1,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2016,7.1,old_63,19,Thái Nguyên
1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",rate_percent,2020,4.09,old_63,19,Thái Nguyên
